atom,id,url,file_line,code
Preprocessor In Statement,7,https://github.com/gcc-mirror/gcc/blob/2201c33012d4c6dc522ddbfa97f5aa95a209e24d/gcc/testsuite/gcc.target/aarch64/advsimd-intrinsics/vcvt_f16.c#L21,vcvt_f16.c#L21,<!!!>
Preprocessor In Statement,8,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/contrib/telnet/telnet/commands.c#L1219,commands.c#L1219,"{
    struct togglelist* tl;
    struct setlist* sl;
    if (argc == 1){
        for (tl = Togglelist;tl->name;tl++){
            dotog(tl);
        }
        printf(""\n"");
        for (sl = Setlist;sl->name;sl++){
            doset(sl);
        }
    }else{
        int i;
        for (i = 1;i < argc;i++){
            sl = getset(argv[i]);
            tl = GETTOGGLE(argv[i]);
            if (Ambiguous((void*)sl) || Ambiguous((void*)tl)){
                printf(""?Ambiguous argument '%s'.\n"", argv[i]);
                return 0;
            }else
                if (!sl && !tl){
                    printf(""?Unknown argument '%s'.\n"", argv[i]);
                    return 0;
                }else{
                    if (tl){
                        dotog(tl);
                    }
                    if (sl){
                        doset(sl);
                    }
                }
        }
    }
    optionstatus();
    return 1;
}"
Preprocessor In Statement,9,https://github.com/gcc-mirror/gcc/blob/2201c33012d4c6dc522ddbfa97f5aa95a209e24d/gcc/testsuite/gcc.dg/gomp/pr34692.c#L9,pr34692.c#L9,"{
    int i;
    FOO (for (i = 0; i < 10; i++) { const char *vara =,
a
#define P parallel
#pragma omp P
#undef P
#define P for
b
#pragma omp P
#undef P
#define parallel atomic
cde f g h);
  }
}"
Preprocessor In Statement,10,https://github.com/mozilla/gecko-dev/blob/dd47bee6468de7e1221b4d006342ad6b9813d0e5/js/src/jit/arm64/vixl/Disasm-vixl.cpp#L977,Disasm-vixl.cpp#L977,"{
    LOAD_STORE_PAIR_LIST(LSP_OFFSET)}"
Preprocessor In Statement,11,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/sys/dev/cxgb/common/cxgb_vsc7323.c#L287,cxgb_vsc7323.c#L287,"{
    int ret;
    u64 rx_ucast, tx_ucast;
    u32 stats0[NSTATS0], stats1[NSTATS1];
    ret = t3_elmr_blk_read(mac->adapter, ELMR_STAT(mac->ext_port, STATS0_START), stats0, NSTATS0);
    if (!ret)
        ret = t3_elmr_blk_read(mac->adapter, ELMR_STAT(mac->ext_port, STATS1_START), stats1, NSTATS1);

    if (ret)
        goto out;

    rx_ucast = mac->stats.rx_frames - mac->stats.rx_mcast_frames - mac->stats.rx_bcast_frames;
    rx_ucast += (u64)(stats0[6 - STATS0_START] - (u32)rx_ucast);
    tx_ucast = mac->stats.tx_frames - mac->stats.tx_mcast_frames - mac->stats.tx_bcast_frames;
    tx_ucast += (u64)(stats0[27 - STATS0_START] - (u32)tx_ucast);
    RMON_UPDATE(mac, rx_octets, stats0[4 - STATS0_START]);
    RMON_UPDATE(mac, rx_frames, stats0[6 - STATS0_START]);
    RMON_UPDATE(mac, rx_frames, stats0[7 - STATS0_START]);
    RMON_UPDATE(mac, rx_frames, stats0[8 - STATS0_START]);
    RMON_UPDATE(mac, rx_mcast_frames, stats0[7 - STATS0_START]);
    RMON_UPDATE(mac, rx_bcast_frames, stats0[8 - STATS0_START]);
    RMON_UPDATE(mac, rx_fcs_errs, stats0[9 - STATS0_START]);
    RMON_UPDATE(mac, rx_pause, stats0[2 - STATS0_START]);
    RMON_UPDATE(mac, rx_jabber, stats0[16 - STATS0_START]);
    RMON_UPDATE(mac, rx_short, stats0[11 - STATS0_START]);
    RMON_UPDATE(mac, rx_symbol_errs, stats0[1 - STATS0_START]);
    RMON_UPDATE(mac, rx_too_long, stats0[15 - STATS0_START]);
    RMON_UPDATE(mac, rx_frames_64,        stats0[17 - STATS0_START]);
    RMON_UPDATE(mac, rx_frames_65_127,    stats0[18 - STATS0_START]);
    RMON_UPDATE(mac, rx_frames_128_255,   stats0[19 - STATS0_START]);
    RMON_UPDATE(mac, rx_frames_256_511,   stats0[20 - STATS0_START]);
    RMON_UPDATE(mac, rx_frames_512_1023,  stats0[21 - STATS0_START]);
    RMON_UPDATE(mac, rx_frames_1024_1518, stats0[22 - STATS0_START]);
    RMON_UPDATE(mac, rx_frames_1519_max,  stats0[23 - STATS0_START]);
    RMON_UPDATE(mac, tx_octets, stats0[26 - STATS0_START]);
    RMON_UPDATE(mac, tx_frames, stats0[27 - STATS0_START]);
    RMON_UPDATE(mac, tx_frames, stats0[28 - STATS0_START]);
    RMON_UPDATE(mac, tx_frames, stats0[29 - STATS0_START]);
    RMON_UPDATE(mac, tx_mcast_frames, stats0[28 - STATS0_START]);
    RMON_UPDATE(mac, tx_bcast_frames, stats0[29 - STATS0_START]);
    RMON_UPDATE(mac, tx_pause, stats0[25 - STATS0_START]);
    RMON_UPDATE(mac, tx_underrun, 0);
    RMON_UPDATE(mac, tx_frames_64,        stats1[36 - STATS1_START]);
    RMON_UPDATE(mac, tx_frames_65_127,    stats1[37 - STATS1_START]);
    RMON_UPDATE(mac, tx_frames_128_255,   stats1[38 - STATS1_START]);
    RMON_UPDATE(mac, tx_frames_256_511,   stats1[39 - STATS1_START]);
    RMON_UPDATE(mac, tx_frames_512_1023,  stats1[40 - STATS1_START]);
    RMON_UPDATE(mac, tx_frames_1024_1518, stats1[41 - STATS1_START]);
    RMON_UPDATE(mac, tx_frames_1519_max,  stats1[42 - STATS1_START]);
    mac->stats.rx_frames = rx_ucast + mac->stats.rx_mcast_frames + mac->stats.rx_bcast_frames;
    mac->stats.tx_frames = tx_ucast + mac->stats.tx_mcast_frames + mac->stats.tx_bcast_frames;
    out:
    return &mac->stats;
}"
Preprocessor In Statement,12,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/usr.sbin/fwcontrol/fwcontrol.c#L729,fwcontrol.c#L729,"{
    u_int32_t crom_buf[1024 / 4];
    u_int32_t crom_buf_hex[1024 / 4];
    char devbase[64];
    const char* device_string = ""/dev/fw"";
    int fd = -1, ch, len = 1024;
    int32_t current_board = 0;
    bool command_set = false;
    bool open_needed = false;
    long tmp;
    struct fw_eui64 eui;
    struct eui64 target;
    fwmethod* recvfn = NULL;
    bool display_board_only = false;
    bool display_crom = false;
    bool send_bus_reset = false;
    bool display_crom_hex = false;
    bool load_crom_from_file = false;
    bool set_fwmem_target = false;
    bool dump_topology = false;
    bool dump_phy_reg = false;
    int32_t priority_budget = -1;
    int32_t set_root_node = -1;
    int32_t set_gap_count = -1;
    int32_t send_link_on = -1;
    int32_t send_reset_start = -1;
    char* crom_string = NULL;
    char* crom_string_hex = NULL;
    char* recv_data = NULL;
    char* send_data = NULL;
    if (argc < 2){
        for (current_board = 0;current_board < MAX_BOARDS;current_board++){
            snprintf(devbase, sizeof (devbase), ""%s%d.0"", device_string, current_board);
            if (open_dev(&fd, devbase) < 0){
                if (current_board == 0){
                    usage();
                    err(EX_IOERR, ""%s: Error opening firewire controller #%d %s"", __func__, current_board, devbase);
                }
                return (EIO);
            }
            list_dev(fd);
            close(fd);
            fd = -1;
        }
    }
    while ((ch = getopt(argc, argv, ""M:f:g:m:o:s:b:prtc:d:l:u:R:S:"")) != -1){
        switch (ch){
            case 'b':
                priority_budget = strtol(optarg, NULL, 0);
                if (priority_budget < 0 || priority_budget > INT32_MAX)
                    errx(EX_USAGE, ""%s: priority_budget out of range: %s"", __func__, optarg);

                command_set = true;
                open_needed = true;
                display_board_only = false;
                break;
            case 'c':
                crom_string = malloc(strlen(optarg) + 1);
                if (crom_string == NULL)
                    err(EX_SOFTWARE, ""%s:crom_string malloc"", __func__);

                if ((strtol(crom_string, NULL, 0) < 0) || strtol(crom_string, NULL, 0) > MAX_BOARDS)
                    errx(EX_USAGE, ""%s:Invalid value for node"", __func__);

                strcpy(crom_string, optarg);
                display_crom = 1;
                open_needed = true;
                command_set = true;
                display_board_only = false;
                break;
            case 'd':
                crom_string_hex = malloc(strlen(optarg) + 1);
                if (crom_string_hex == NULL)
                    err(EX_SOFTWARE, ""%s:crom_string_hex malloc"", __func__);

                strcpy(crom_string_hex, optarg);
                display_crom_hex = 1;
                open_needed = true;
                command_set = true;
                display_board_only = false;
                break;
            case 'f':
                set_root_node = strtol(optarg, NULL, 0);
                if ((set_root_node < 0) || (set_root_node > MAX_PHY_CONFIG))
                    errx(EX_USAGE, ""%s:set_root_node out of range"", __func__);

                open_needed = true;
                command_set = true;
                display_board_only = false;
                break;
            case 'g':
                set_gap_count = strtol(optarg, NULL, 0);
                if ((set_gap_count < 0) || (set_gap_count > MAX_PHY_CONFIG))
                    errx(EX_USAGE, ""%s:set_gap_count out of range"", __func__);

                open_needed = true;
                command_set = true;
                display_board_only = false;
                break;
            case 'l':
                load_crom_from_file = 1;
                load_crom(optarg, crom_buf);
                command_set = true;
                display_board_only = false;
                break;
            case 'm':
                set_fwmem_target = 1;
                open_needed = 0;
                command_set = true;
                display_board_only = false;
                if (eui64_hostton(optarg, &target) != 0 && eui64_aton(optarg, &target) != 0)
                    errx(EX_USAGE, ""%s: invalid target: %s"", __func__, optarg);

                break;
            case 'o':
                send_link_on = str2node(fd, optarg);
                if ((send_link_on < 0) || (send_link_on > MAX_PHY_CONFIG))
                    errx(EX_USAGE, ""%s: node out of range: %s\n"", __func__, optarg);

                open_needed = true;
                command_set = true;
                display_board_only = false;
                break;
            case 'p':
                dump_phy_reg = 1;
                open_needed = true;
                command_set = true;
                display_board_only = false;
                break;
            case 'r':
                send_bus_reset = 1;
                open_needed = true;
                command_set = true;
                display_board_only = false;
                break;
            case 's':
                send_reset_start = str2node(fd, optarg);
                if ((send_reset_start < 0) || (send_reset_start > MAX_PHY_CONFIG))
                    errx(EX_USAGE, ""%s: node out of range: %s\n"", __func__, optarg);

                open_needed = true;
                command_set = true;
                display_board_only = false;
                break;
            case 't':
                dump_topology = 1;
                open_needed = true;
                command_set = true;
                display_board_only = false;
                break;
            case 'u':
                if (!command_set)
                    display_board_only = true;

                current_board = strtol(optarg, NULL, 0);
                open_needed = true;
                break;
            case 'M':
                switch (optarg[0]){
                    case 'm':
                        recvfn = mpegtsrecv;
                        break;
                    case 'd':
                        recvfn = dvrecv;
                        break;
                    default:
                        errx(EX_USAGE, ""unrecognized method: %s"", optarg);
                }
                command_set = true;
                display_board_only = false;
                break;
            case 'R':
                recv_data = malloc(strlen(optarg) + 1);
                if (recv_data == NULL)
                    err(EX_SOFTWARE, ""%s:recv_data malloc"", __func__);

                strcpy(recv_data, optarg);
                open_needed = false;
                command_set = true;
                display_board_only = false;
                break;
            case 'S':
                send_data = malloc(strlen(optarg) + 1);
                if (send_data == NULL)
                    err(EX_SOFTWARE, ""%s:send_data malloc"", __func__);

                strcpy(send_data, optarg);
                open_needed = true;
                command_set = true;
                display_board_only = false;
                break;
            case '?':
            default:
                usage();
                warnc(EINVAL, ""%s: Unknown command line arguments"", __func__);
                return 0;
        }
    }
    if (!command_set && !display_board_only){
        usage();
        warnc(EINVAL, ""%s: Unknown command line arguments"", __func__);
        return 0;
    }
    if (open_needed){
        snprintf(devbase, sizeof (devbase), ""%s%d.0"", device_string, current_board);
        if (open_dev(&fd, devbase) < 0){
            err(EX_IOERR, ""%s: Error opening firewire controller #%d %s"", __func__, current_board, devbase);
        }
    }
    if (display_board_only)
        list_dev(fd);

    if (dump_phy_reg)
        dump_phy_registers(fd);

    if (send_bus_reset){
        if (ioctl(fd, FW_IBUSRST, &tmp) < 0)
            err(EX_IOERR, ""%s: Ioctl of bus reset failed for %s"", __func__, devbase);
    }
    if (display_crom){
        tmp = str2node(fd, crom_string);
        get_crom(fd, tmp, crom_buf, len);
        show_crom(crom_buf);
        free(crom_string);
    }
    if (display_crom_hex){
        tmp = str2node(fd, crom_string_hex);
        get_crom(fd, tmp, crom_buf_hex, len);
        dump_crom(crom_buf_hex);
        free(crom_string_hex);
    }
    if (priority_budget >= 0)
        set_pri_req(fd, priority_budget);

    if (set_root_node >= 0)
        send_phy_config(fd, set_root_node, -1);

    if (set_gap_count >= 0)
        send_phy_config(fd, -1, set_gap_count);

    if (load_crom_from_file)
        show_crom(crom_buf);

    if (set_fwmem_target){
        eui.hi = ntohl(*(u_int32_t*)&(target.octet[0]));
        eui.lo = ntohl(*(u_int32_t*)&(target.octet[4]));
    }
    if (send_link_on >= 0)
        link_on(fd, send_link_on);

    if (send_reset_start >= 0)
        reset_start(fd, send_reset_start);

    if (dump_topology)
        show_topology_map(fd);

    if (recv_data != NULL){
        if (recvfn == NULL){
            recvfn = detect_recv_fn(fd, TAG | CHANNEL);
            close(fd);
            fd = -1;
        }
        snprintf(devbase, sizeof (devbase), ""%s%d.0"", device_string, current_board);
        if (open_dev(&fd, devbase) < 0)
            err(EX_IOERR, ""%s: Error opening firewire controller #%d %s in recv_data\n"", __func__, current_board, devbase);

        (*recvfn)(fd, recv_data, TAG | CHANNEL, -1);
        free(recv_data);
    }
    if (send_data != NULL){
        dvsend(fd, send_data, TAG | CHANNEL, -1);
        free(send_data);
    }
    if (fd > 0){
        close(fd);
        fd = -1;
    }
    return 0;
}"
Preprocessor In Statement,13,https://github.com/mozilla/gecko-dev/blob/dd47bee6468de7e1221b4d006342ad6b9813d0e5/security/nss/lib/certdb/alg1485.c#L912,alg1485.c#L912,"{
    const NameToKind* pn2k = name2kinds;
    SECItem* avaValue = NULL;
    char* unknownTag = NULL;
    char* encodedAVA = NULL;
    PRBool useHex = PR_FALSE;
    PRBool truncateName = PR_FALSE;
    PRBool truncateValue = PR_FALSE;
    SECOidTag endKind;
    SECStatus rv;
    unsigned int len;
    unsigned int nameLen, valueLen;
    unsigned int maxName, maxValue;
    EQMode mode = minimalEscapeAndQuote;
    NameToKind n2k = {NULL, 32767, SEC_OID_UNKNOWN, SEC_ASN1_DS};
    char tmpBuf[TMPBUF_LEN];
    endKind = (strict == CERT_N2A_READABLE) ? SEC_OID_UNKNOWN : SEC_OID_AVA_POSTAL_ADDRESS;
    tag = CERT_GetAVATag(ava);
    while (pn2k->kind != tag && pn2k->kind != endKind){
        ++pn2k;
    }
    if (pn2k->kind != endKind){
        n2k = *pn2k;
    }else
        if (strict != CERT_N2A_READABLE){
            useHex = PR_TRUE;
        }

    if (strict == CERT_N2A_INVERTIBLE && vt == SEC_ASN1_DS){
        tagName = NULL;
        useHex = PR_TRUE;
    }
    if (!useHex){
        avaValue = CERT_DecodeAVAValue(&ava->value);
        if (!avaValue){
            useHex = PR_TRUE;
            if (strict != CERT_N2A_READABLE){
                tagName = NULL;
            }
        }
    }
    if (!tagName){
        tagName = unknownTag = CERT_GetOidString(&ava->type);
        if (!tagName){
            if (avaValue)
                SECITEM_FreeItem(avaValue, PR_TRUE);

            return SECFailure;
        }
    }
    if (useHex){
        avaValue = get_hex_string(&ava->value);
        if (!avaValue){
            if (unknownTag)
                PR_smprintf_free(unknownTag);

            return SECFailure;
        }
    }
    nameLen = strlen(tagName);
    valueLen = (useHex ? avaValue->len : cert_RFC1485_GetRequiredLen((char*)avaValue->data, avaValue->len, &mode));
    len = nameLen + valueLen + 2;
    maxName = nameLen;
    maxValue = valueLen;
    if (len <= sizeof (tmpBuf)){
        encodedAVA = tmpBuf;
    }else
        if (strict != CERT_N2A_READABLE){
            encodedAVA = PORT_Alloc(len);
            if (!encodedAVA){
                SECITEM_FreeItem(avaValue, PR_TRUE);
                if (unknownTag)
                    PR_smprintf_free(unknownTag);

                return SECFailure;
            }
        }else{
            unsigned int fair = (sizeof tmpBuf) / 2 - 1;
            if (nameLen < fair){
                maxValue = (sizeof tmpBuf) - (nameLen + 6);
            }else
                if (valueLen < fair){
                    maxName = (sizeof tmpBuf) - (valueLen + 5);
                }else{
                    maxName = maxValue = fair - 3;
                }

            if (nameLen > maxName){
                PORT_Assert(unknownTag && unknownTag == tagName);
                truncateName = PR_TRUE;
                nameLen = maxName;
            }
            encodedAVA = tmpBuf;
        }

    memcpy(encodedAVA, tagName, nameLen);
    if (truncateName){
        encodedAVA[nameLen - 1] = '.';
        encodedAVA[nameLen - 2] = '.';
        encodedAVA[nameLen - 3] = '.';
    }
    encodedAVA[nameLen++] = '=';
    if (unknownTag)
        PR_smprintf_free(unknownTag);

    if (strict == CERT_N2A_READABLE && maxValue > maxBytes)
        maxValue = maxBytes;

    if (valueLen > maxValue){
        valueLen = maxValue;
        truncateValue = PR_TRUE;
    }
    if (useHex){
        char* end = encodedAVA + nameLen + valueLen;
        memcpy(encodedAVA + nameLen, (char*)avaValue->data, valueLen);
        end[0] = '\0';
        if (truncateValue){
            end[-1] = '.';
            end[-2] = '.';
            end[-3] = '.';
        }
        rv = SECSuccess;
    }else
        if (!truncateValue){
            rv = escapeAndQuote(encodedAVA + nameLen, len - nameLen, (char*)avaValue->data, avaValue->len, &mode);
        }else{
            char bigTmpBuf[TMPBUF_LEN * 3 + 3];
            PORT_Assert(valueLen < sizeof tmpBuf);
            rv = escapeAndQuote(bigTmpBuf, sizeof bigTmpBuf, (char*)avaValue->data, PR_MIN(avaValue->len, valueLen), &mode);
            bigTmpBuf[valueLen--] = '\0';
            while (((bigTmpBuf[valueLen] & 0xc0) == 0x80) && valueLen > 0){
                bigTmpBuf[valueLen--] = '\0';
            }
            bigTmpBuf[++valueLen] = '.';
            bigTmpBuf[++valueLen] = '.';
            bigTmpBuf[++valueLen] = '.';
            if (bigTmpBuf[0] == '""')
                bigTmpBuf[++valueLen] = '""';

            bigTmpBuf[++valueLen] = '\0';
            PORT_Assert(nameLen + valueLen <= (sizeof tmpBuf) - 1);
            memcpy(encodedAVA + nameLen, bigTmpBuf, valueLen + 1);
        }

    SECITEM_FreeItem(avaValue, PR_TRUE);
    if (rv == SECSuccess)
        rv = AppendStr(bufp, encodedAVA);

    if (encodedAVA != tmpBuf)
        PORT_Free(encodedAVA);

    return rv;
}"
Preprocessor In Statement,14,https://github.com/mozilla/gecko-dev/blob/dd47bee6468de7e1221b4d006342ad6b9813d0e5/js/src/builtin/AtomicsObject.cpp#L278,AtomicsObject.cpp#L278,"{
    switch (viewType){
        case Scalar::Int8:
            {
                int8_t value = (int8_t)numberValue;
                INT_OP(viewData.cast<int8_t*>() + offset, value);
                return value;
        }
    case Scalar::Uint8:
        {
            uint8_t value = (uint8_t)numberValue;
            INT_OP(viewData.cast<uint8_t*>() + offset, value);
            return value;
    }
case Scalar::Int16:
    {
        int16_t value = (int16_t)numberValue;
        INT_OP(viewData.cast<int16_t*>() + offset, value);
        return value;
}
case Scalar::Uint16:
    {
        uint16_t value = (uint16_t)numberValue;
        INT_OP(viewData.cast<uint16_t*>() + offset, value);
        return value;
}
case Scalar::Int32:
    {
        int32_t value = numberValue;
        INT_OP(viewData.cast<int32_t*>() + offset, value);
        return value;
}
case Scalar::Uint32:
    {
        uint32_t value = (uint32_t)numberValue;
        INT_OP(viewData.cast<uint32_t*>() + offset, value);
        return (int32_t)value;
}
default:
    if (badArrayType)
        *badArrayType = true;

    return 0;
}
}"
Preprocessor In Statement,15,https://github.com/mongodb/mongo/blob/67f735e6705091659e2a8cf46a9285f09bcf749a/src/mongo/util/md5.cpp#L133,md5.cpp#L133,"{
    md5_word_t a = pms->abcd[0], b = pms->abcd[1], c = pms->abcd[2], d = pms->abcd[3];
    md5_word_t t;
    md5_word_t xbuf[16];
    const md5_word_t* X;
    {
        static const int w = 1;
        if (*((const md5_byte_t*)&w)){
            if (!((data - (const md5_byte_t*)0) & 3)){
                X = (const md5_word_t*)data;
            }else{
                memcpy(xbuf, data, 64);
                X = xbuf;
            }
        }else{
            const md5_byte_t* xp = data;
            int i;
            X = xbuf;
            for (i = 0;i < 16;++i, xp += 4)
                xbuf[i] = xp[0] + (xp[1] << 8) + (xp[2] << 16) + (xp[3] << 24);
        }
    }
    SET(a, b, c, d, 0, 7, T1);
    SET(d, a, b, c, 1, 12, T2);
    SET(c, d, a, b, 2, 17, T3);
    SET(b, c, d, a, 3, 22, T4);
    SET(a, b, c, d, 4, 7, T5);
    SET(d, a, b, c, 5, 12, T6);
    SET(c, d, a, b, 6, 17, T7);
    SET(b, c, d, a, 7, 22, T8);
    SET(a, b, c, d, 8, 7, T9);
    SET(d, a, b, c, 9, 12, T10);
    SET(c, d, a, b, 10, 17, T11);
    SET(b, c, d, a, 11, 22, T12);
    SET(a, b, c, d, 12, 7, T13);
    SET(d, a, b, c, 13, 12, T14);
    SET(c, d, a, b, 14, 17, T15);
    SET(b, c, d, a, 15, 22, T16);
    SET(a, b, c, d, 1, 5, T17);
    SET(d, a, b, c, 6, 9, T18);
    SET(c, d, a, b, 11, 14, T19);
    SET(b, c, d, a, 0, 20, T20);
    SET(a, b, c, d, 5, 5, T21);
    SET(d, a, b, c, 10, 9, T22);
    SET(c, d, a, b, 15, 14, T23);
    SET(b, c, d, a, 4, 20, T24);
    SET(a, b, c, d, 9, 5, T25);
    SET(d, a, b, c, 14, 9, T26);
    SET(c, d, a, b, 3, 14, T27);
    SET(b, c, d, a, 8, 20, T28);
    SET(a, b, c, d, 13, 5, T29);
    SET(d, a, b, c, 2, 9, T30);
    SET(c, d, a, b, 7, 14, T31);
    SET(b, c, d, a, 12, 20, T32);
    SET(a, b, c, d, 5, 4, T33);
    SET(d, a, b, c, 8, 11, T34);
    SET(c, d, a, b, 11, 16, T35);
    SET(b, c, d, a, 14, 23, T36);
    SET(a, b, c, d, 1, 4, T37);
    SET(d, a, b, c, 4, 11, T38);
    SET(c, d, a, b, 7, 16, T39);
    SET(b, c, d, a, 10, 23, T40);
    SET(a, b, c, d, 13, 4, T41);
    SET(d, a, b, c, 0, 11, T42);
    SET(c, d, a, b, 3, 16, T43);
    SET(b, c, d, a, 6, 23, T44);
    SET(a, b, c, d, 9, 4, T45);
    SET(d, a, b, c, 12, 11, T46);
    SET(c, d, a, b, 15, 16, T47);
    SET(b, c, d, a, 2, 23, T48);
    SET(a, b, c, d, 0, 6, T49);
    SET(d, a, b, c, 7, 10, T50);
    SET(c, d, a, b, 14, 15, T51);
    SET(b, c, d, a, 5, 21, T52);
    SET(a, b, c, d, 12, 6, T53);
    SET(d, a, b, c, 3, 10, T54);
    SET(c, d, a, b, 10, 15, T55);
    SET(b, c, d, a, 1, 21, T56);
    SET(a, b, c, d, 8, 6, T57);
    SET(d, a, b, c, 15, 10, T58);
    SET(c, d, a, b, 6, 15, T59);
    SET(b, c, d, a, 13, 21, T60);
    SET(a, b, c, d, 4, 6, T61);
    SET(d, a, b, c, 11, 10, T62);
    SET(c, d, a, b, 2, 15, T63);
    SET(b, c, d, a, 9, 21, T64);
    pms->abcd[0] += a;
    pms->abcd[1] += b;
    pms->abcd[2] += c;
    pms->abcd[3] += d;
}"
Preprocessor In Statement,16,https://github.com/gcc-mirror/gcc/blob/2201c33012d4c6dc522ddbfa97f5aa95a209e24d/fixincludes/fixtests.c#L137,fixtests.c#L137,"{
    static test_entry_t test_table[] = {FIX_TEST_TABLE, , {NULL, NULL}};
    int ct = TEST_TABLE_CT;
    test_entry_t* pte = test_table;
    do{
        if (strcmp(pte->test_name, tname) == 0)
            return (*pte->test_proc)(fname, text);

        pte++;
    } while (--ct > 0);
    fprintf(stderr, ""fixincludes error:  the `%s' fix test is unknown\n"", tname);
    exit(3);
}"
Preprocessor In Statement,17,https://github.com/git/git/blob/ba78f398be65e941b93276680f68a81075716472/compat/nedmalloc/malloc.c.h#L4797,malloc.c.h#L4797,"{
    mchunkptr p = mem2chunk(mem);
    if (!PREACTION(fm)){
        ;
        if (RTCHECK(ok_address(fm, p) && ok_cinuse(p))){
            size_t psize = chunksize(p);
            mchunkptr next = chunk_plus_offset(p, psize);
            if (!pinuse(p)){
                size_t prevsize = p->prev_foot;
                if ((prevsize & IS_MMAPPED_BIT) != 0){
                    prevsize &= ~IS_MMAPPED_BIT;
                    psize += prevsize + MMAP_FOOT_PAD;
                    if (CALL_MUNMAP((char*)p - prevsize, psize) == 0)
                        fm->footprint -= psize;

                    goto postaction;
                }else{
                    mchunkptr prev = chunk_minus_offset(p, prevsize);
                    psize += prevsize;
                    p = prev;
                    if (RTCHECK(ok_address(fm, prev))){
                        if (p != fm->dv){
                            unlink_chunk(fm, p, prevsize);
                        }else
                            if ((next->head & INUSE_BITS) == INUSE_BITS){
                                fm->dvsize = psize;
                                set_free_with_pinuse(p, psize, next);
                                goto postaction;
                            }
                    }else
                        goto erroraction;
                }
            }
            if (RTCHECK(ok_next(p, next) && ok_pinuse(next))){
                if (!cinuse(next)){
                    if (next == fm->top){
                        size_t tsize = fm->topsize += psize;
                        fm->top = p;
                        p->head = tsize | PINUSE_BIT;
                        if (p == fm->dv){
                            fm->dv = 0;
                            fm->dvsize = 0;
                        }
                        if (should_trim(fm, tsize))
                            sys_trim(fm, 0);

                        goto postaction;
                    }else
                        if (next == fm->dv){
                            size_t dsize = fm->dvsize += psize;
                            fm->dv = p;
                            set_size_and_pinuse_of_free_chunk(p, dsize);
                            goto postaction;
                        }else{
                            size_t nsize = chunksize(next);
                            psize += nsize;
                            unlink_chunk(fm, next, nsize);
                            set_size_and_pinuse_of_free_chunk(p, psize);
                            if (p == fm->dv){
                                fm->dvsize = psize;
                                goto postaction;
                            }
                        }
                }else
                    set_free_with_pinuse(p, psize, next);

                if (is_small(psize)){
                    insert_small_chunk(fm, p, psize);
                    ;
                }else{
                    tchunkptr tp = (tchunkptr)p;
                    insert_large_chunk(fm, tp, psize);
                    ;
                    if (--fm->release_checks == 0)
                        release_unused_segments(fm);
                }
                goto postaction;
            }
        }
        erroraction:
        USAGE_ERROR_ACTION(fm, p);
        postaction:
      POSTACTION(fm);
    }
}"
Preprocessor In Statement,18,https://github.com/gcc-mirror/gcc/blob/2201c33012d4c6dc522ddbfa97f5aa95a209e24d/gcc/config/arm/arm-builtins.c#L1202,arm-builtins.c#L1202,"{
    tree V16UQI_type_node = arm_simd_builtin_type(V16QImode, true, false);
    tree V4USI_type_node = arm_simd_builtin_type(V4SImode, true, false);
    tree v16uqi_ftype_v16uqi = build_function_type_list(V16UQI_type_node, V16UQI_type_node, NULL_TREE);
    tree v16uqi_ftype_v16uqi_v16uqi = build_function_type_list(V16UQI_type_node, V16UQI_type_node, V16UQI_type_node, NULL_TREE);
    tree v4usi_ftype_v4usi = build_function_type_list(V4USI_type_node, V4USI_type_node, NULL_TREE);
    tree v4usi_ftype_v4usi_v4usi = build_function_type_list(V4USI_type_node, V4USI_type_node, V4USI_type_node, NULL_TREE);
    tree v4usi_ftype_v4usi_v4usi_v4usi = build_function_type_list(V4USI_type_node, V4USI_type_node, V4USI_type_node, V4USI_type_node, NULL_TREE);
    tree uti_ftype_udi_udi = build_function_type_list(unsigned_intTI_type_node, unsigned_intDI_type_node, unsigned_intDI_type_node, NULL_TREE);
}"
